loss,accuracy,val_loss,val_accuracy
0.2703869044780731,0.9126261472702026,0.25321611762046814,0.9116753935813904
0.2307487428188324,0.9188210964202881,0.23011283576488495,0.9202318787574768
0.210568368434906,0.924280047416687,0.22745868563652039,0.9218879342079163
0.19422605633735657,0.9286962747573853,0.2130860686302185,0.9252001047134399
0.18214698135852814,0.9336032271385193,0.21140256524085999,0.9293403029441833
0.1707179695367813,0.9370687007904053,0.21009476482868195,0.9307203888893127
0.16045570373535156,0.9408408999443054,0.20225416123867035,0.9307203888893127
0.1517845094203949,0.9455638527870178,0.1997850239276886,0.9332045316696167
0.14388297498226166,0.9474039077758789,0.23806557059288025,0.9252001047134399
0.13569994270801544,0.950532078742981,0.20174255967140198,0.929892361164093
0.12737643718719482,0.9541202783584595,0.19832782447338104,0.9321004748344421
0.1212587058544159,0.9575858116149902,0.1956079751253128,0.9315484166145325
0.11413289606571198,0.9598858952522278,0.19673693180084229,0.9354126453399658
0.1078343614935875,0.9624927043914795,0.19510547816753387,0.9334805607795715
0.10227304697036743,0.9651915431022644,0.19393770396709442,0.932376503944397
0.09575202316045761,0.9676142930984497,0.19568216800689697,0.9373447299003601
0.09112786501646042,0.9688103795051575,0.1997014880180359,0.9334805607795715
0.08647173643112183,0.9715705513954163,0.22404193878173828,0.9207838773727417
0.08168037235736847,0.972398579120636,0.2114778757095337,0.9392768144607544
0.07621046900749207,0.9741773009300232,0.2017711102962494,0.9354126453399658
